timestamp,value,is_anomaly
1417485600,-881.119133703,0
1417489200,-864.076936121,0
1417492800,-825.194082425,0
1417496400,-775.765961339,0
1417500000,-748.403454939,0
1417503600,-745.878969433,0
1417507200,-696.83094092,0
1417510800,-656.092521645,0
1417514400,-650.355906654,0
1417518000,-583.618751161,0
1417521600,-571.274875272,0
1417525200,-528.0540935,0
1417528800,-498.682430816,0
1417532400,-444.290110776,0
1417536000,-442.61240071,0
1417539600,-392.424839062,0
1417543200,-366.836331315,0
1417546800,-314.465864552,0
1417550400,-258.117533823,0
1417554000,-262.801018319,0
1417557600,-210.148738075,0
1417561200,-174.270457055,0
1417564800,-118.751542203,0
1417568400,-109.472166453,0
1417572000,-56.1022853374,0
1417575600,-5.7474643495,0
1417579200,9.88622668961,0
1417582800,42.1485969599,0
1417586400,85.2654127788,0
1417590000,129.616397063,0
1417593600,149.929195953,0
1417597200,215.703417601,0
1417600800,234.726971221,0
1417604400,239.269660315,0
1417608000,295.412486674,0
1417611600,360.765764194,0
1417615200,368.906622923,0
1417618800,414.17714088,0
1417622400,451.112327759,0
1417626000,468.111434334,0
1417629600,525.76610309,0
1417633200,559.32675234,0
1417636800,609.23504546,0
1417640400,633.520166753,0
1417644000,656.120626204,0
1417647600,686.931638463,0
1417651200,726.640389835,0
1417654800,741.838991157,0
1417658400,783.857837768,0
1417662000,817.126054258,0
1417665600,849.272109813,0
1417669200,860.119481428,0
1417672800,917.447614415,0
1417676400,937.214670955,0
1417680000,984.54443924,0
1417683600,962.976574398,0
1417687200,1003.38652779,0
1417690800,1016.41107856,0
1417694400,1055.30640425,0
1417698000,1087.26897169,0
1417701600,1125.74212902,0
1417705200,1124.51313699,0
1417708800,1137.78663075,0
1417712400,1168.35994013,0
1417716000,1198.51712325,0
1417719600,1212.79125773,0
1417723200,1243.54449644,0
1417726800,1243.13991972,0
1417730400,1244.80515007,0
1417734000,1289.0199372,0
1417737600,1281.02615784,0
1417741200,1313.86301798,0
1417744800,1325.60978501,0
1417748400,1335.98038249,0
1417752000,1361.89573218,0
1417755600,1350.73569378,0
1417759200,1347.66425119,0
1417762800,1370.97602837,0
1417766400,1374.91803062,0
1417770000,1390.6769014,0
1417773600,1406.91888233,0
1417777200,1373.31415477,0
1417780800,1394.13937424,0
1417784400,1399.56859231,0
1417788000,1406.15825602,0
1417791600,1392.77685431,0
1417795200,1404.08188331,0
1417798800,1402.33869299,0
1417802400,1395.37950513,0
1417806000,1390.53603543,0
1417809600,1403.44754963,0
1417813200,1389.15767462,0
1417816800,1396.72272439,0
1417820400,1364.73128202,0
1417824000,1345.52574745,0
1417827600,1345.43053146,0
1417831200,1340.47109377,0
1417834800,1325.45027788,0
1417838400,1311.27955177,0
1417842000,1285.27035074,0
1417845600,1279.74206444,0
1417849200,1261.43805534,0
1417852800,1260.97540473,0
1417856400,1244.57810962,0
1417860000,1240.04869384,0
1417863600,1200.95341392,0
1417867200,1195.62722562,0
1417870800,1159.70503372,0
1417874400,1127.27427313,0
1417878000,1126.87322312,0
1417881600,1093.74321496,0
1417885200,1066.86822783,0
1417888800,1043.55747295,0
1417892400,1038.95634941,0
1417896000,1018.63633879,0
1417899600,986.082968303,0
1417903200,944.972787375,0
1417906800,905.878844439,0
1417910400,894.393173002,0
1417914000,875.223889882,0
1417917600,842.610867733,0
1417921200,806.695605203,0
1417924800,774.95095793,0
1417928400,731.95333407,0
1417932000,714.319454317,0
1417935600,677.756214737,0
1417939200,645.118114386,0
1417942800,608.923029816,0
1417946400,564.750269682,0
1417950000,536.905449243,0
1417953600,517.406899648,0
1417957200,474.604590291,0
1417960800,439.199872372,0
1417964400,401.542588802,0
1417968000,383.267817719,0
1417971600,332.075011991,0
1417975200,298.389654124,0
1417978800,260.858759369,0
1417982400,212.008282998,0
1417986000,185.102719518,0
1417989600,163.0894081,0
1417993200,116.967468946,0
1417996800,58.8721011546,0
1418000400,38.5591317587,0
1418004000,6.70497640811,0
1418007600,-37.4405221714,0
1418011200,-65.1424808601,0
1418014800,-112.735188486,0
1418018400,-159.405240399,0
1418022000,-176.717633155,0
1418025600,-218.622273503,0
1418029200,-252.144838015,0
1418032800,-283.104577904,0
1418036400,-328.606846218,0
1418040000,-384.694422968,0
1418043600,-401.168376083,0
1418047200,-455.958142098,0
1418050800,-478.925598363,0
1418054400,-497.397445901,0
1418058000,-561.260525686,0
1418061600,-575.226653847,0
1418065200,-616.747705634,0
1418068800,-646.591328099,0
1418072400,-665.311961935,0
1418076000,-703.329243561,0
1418079600,-725.902357807,0
1418083200,-783.879526593,0
1418086800,-811.7077278,0
1418090400,-840.611945761,0
1418094000,-863.309856902,0
1418097600,-901.872418742,0
1418101200,-928.211613659,0
1418104800,-957.605345644,0
1418108400,-967.262299975,0
1418112000,-994.210656418,0
1418115600,-1015.79879493,0
1418119200,-1021.51110981,0
1418122800,-1076.93894811,0
1418126400,-1090.83069906,0
1418130000,-1085.07050339,0
1418133600,-1136.67916601,0
1418137200,-1164.64377863,0
1418140800,-1194.79955825,0
1418144400,-1209.49826567,0
1418148000,-1240.59592367,0
1418151600,-1256.98920614,0
1418155200,-1260.94661042,0
1418158800,-1268.89225255,0
1418162400,-1286.97514018,0
1418166000,-1305.81759766,0
1418169600,-1334.72884701,0
1418173200,-1319.72928971,0
1418176800,-1333.25163536,0
1418180400,-1330.90811709,0
1418184000,-1378.54165278,0
1418187600,-1369.75353906,0
1418191200,-1354.85624891,0
1418194800,-1379.37165263,0
1418198400,-1370.99431755,0
1418202000,-1384.49613343,0
1418205600,-1392.92194986,0
1418209200,-1386.99453646,0
1418212800,-1418.50249064,0
1418216400,-1403.08834354,0
1418220000,-1392.35030455,0
1418223600,-1382.94987453,0
1418227200,-1386.95970272,0
1418230800,-1389.98251899,0
1418234400,-1375.29930479,0
1418238000,-1382.44646813,0
1418241600,-1388.53589079,0
1418245200,-1369.46234553,0
1418248800,-1362.82854763,0
1418252400,-1347.84036997,0
1418256000,-1346.02970983,0
1418259600,-1323.64159948,0
1418263200,-1296.19433745,0
1418266800,-1325.74722424,0
1418270400,-1285.75340514,0
1418274000,-1285.41148158,0
1418277600,-1268.76414374,0
1418281200,-1265.31393196,0
1418284800,-1230.80200947,0
1418288400,-1206.01712181,0
1418292000,-1206.29211395,0
1418295600,-1149.32396281,0
1418299200,-1158.2337742,0
1418302800,-1153.36465058,0
1418306400,-1107.17615419,0
1418310000,-1056.89473642,0
1418313600,-1041.28559548,0
1418317200,-1020.12644639,0
1418320800,-1000.10353224,0
1418324400,-977.598496962,0
1418328000,-960.692720268,0
1418331600,-944.985007429,0
1418335200,-924.721898123,0
1418338800,-884.470262138,0
1418342400,-861.735888521,0
1418346000,-823.019288773,0
1418349600,-773.592570093,0
1418353200,-760.239890005,0
1418356800,-735.804180874,0
1418360400,-697.441637863,0
1418364000,-673.027954073,0
1418367600,-612.206919448,0
1418371200,-604.049504634,0
1418374800,-555.197348292,0
1418378400,-512.899160445,0
1418382000,-471.366294343,0
1418385600,-428.717899549,0
1418389200,-433.563911772,0
1418392800,-368.389485136,0
1418396400,-348.772234973,0
1418400000,-308.485468392,0
1418403600,-254.20945003,0
1418407200,-240.251098558,0
1418410800,-189.375899467,0
1418414400,-161.015009562,0
1418418000,-128.400549356,0
1418421600,-70.4288663197,0
1418425200,-51.2918662788,0
1418428800,-13.999519658,0
1418432400,33.1663110594,0
1418436000,72.7239096048,0
1418439600,89.6068934329,0
1418443200,149.416928663,0
1418446800,166.7482197,0
1418450400,200.81133685,0
1418454000,221.569304507,0
1418457600,282.131276001,0
1418461200,323.516695676,0
1418464800,348.321306161,0
1418468400,405.590116731,0
1418472000,434.29530768,0
1418475600,463.819041323,0
1418479200,517.5257258,0
1418482800,515.684932508,0
1418486400,569.549813217,0
1418490000,609.507981505,0
1418493600,622.631384624,0
1418497200,663.683697685,0
1418500800,698.354399751,0
1418504400,726.041389293,0
1418508000,763.1561019,0
1418511600,791.604287266,0
1418515200,814.519421296,0
1418518800,861.817978899,0
1418522400,876.276128855,0
1418526000,904.282848721,0
1418529600,944.381137608,0
1418533200,984.986664302,0
1418536800,973.536904019,0
1418540400,1020.9609984,0
1418544000,1048.30867484,0
1418547600,1068.67908434,0
1418551200,1120.18796018,0
1418554800,1128.75160719,0
1418558400,1131.15630032,0
1418562000,1151.47090475,0
1418565600,1188.89709316,0
1418569200,1209.59001861,0
1418572800,1225.24495553,0
1418576400,1228.64543013,0
1418580000,1258.32130084,0
1418583600,1267.75889073,0
1418587200,1304.27193265,0
1418590800,1288.9332849,0
1418594400,1312.19623405,0
1418598000,1313.13751718,0
1418601600,1325.25150878,0
1418605200,1346.80337192,0
1418608800,1353.94393627,0
1418612400,1359.82175968,0
1418616000,1390.192578,0
1418619600,1380.97719545,0
1418623200,1400.41738428,0
1418626800,1380.03894251,0
1418630400,1392.07162182,0
1418634000,1382.28881049,0
1418637600,1415.55598556,0
1418641200,1389.89935487,0
1418644800,1416.91254278,0
1418648400,1388.80759344,0
1418652000,1396.70028225,0
1418655600,1363.15765024,0
1418659200,1388.13068733,0
1418662800,1386.09073599,0
1418666400,1358.92470752,0
1418670000,1370.00279525,0
1418673600,1361.52259736,0
1418677200,1336.3053081,0
1418680800,1356.67494418,0
1418684400,1322.75012707,0
1418688000,1322.04291663,0
1418691600,1318.08559343,0
1418695200,1292.60197782,0
1418698800,1292.15849009,0
1418702400,1270.07345402,0
1418706000,1268.8164116,0
1418709600,1228.06451747,0
1418713200,1204.62536913,0
1418716800,1202.52023712,0
1418720400,1176.76741232,0
1418724000,1155.16933746,0
1418727600,1142.57136075,0
1418731200,1120.33241239,0
1418734800,1092.30981991,0
1418738400,1075.42142974,0
1418742000,1052.32109349,0
1418745600,1028.03977653,0
1418749200,1003.62427756,0
1418752800,980.664940207,0
1418756400,937.681034117,0
1418760000,906.431088117,0
1418763600,869.220364647,0
1418767200,850.932657989,0
1418770800,813.576798493,0
1418774400,797.94125195,0
1418778000,760.317000563,0
1418781600,724.922624178,0
1418785200,688.341279297,0
1418788800,667.301440344,0
1418792400,627.137957052,0
1418796000,586.487165052,0
1418799600,551.030712846,0
1418803200,544.462539251,0
1418806800,490.330925385,0
1418810400,454.478867372,0
1418814000,424.410135423,0
1418817600,385.748136419,0
1418821200,351.371988263,0
1418824800,316.746757454,0
1418828400,277.256635223,0
1418832000,235.361603317,0
1418835600,218.588126683,0
1418839200,172.713013752,0
1418842800,121.089827092,0
1418846400,108.804716553,0
1418850000,43.6951340698,0
1418853600,21.2711104645,0
1418857200,-14.6429224914,0
1418860800,-58.958413697,0
1418864400,-82.593090577,0
1418868000,-139.377253945,0
1418871600,-143.078781664,0
1418875200,-192.609488441,0
1418878800,-214.6732031,0
1418882400,-262.8410953,0
1418886000,-324.857754932,0
1418889600,-335.315997795,0
1418893200,-373.409527942,0
1418896800,-402.695794587,0
1418900400,-437.506785947,0
1418904000,-479.319229997,0
1418907600,-512.100242764,0
1418911200,-559.753412679,0
1418914800,-569.872087849,0
1418918400,-640.217462231,0
1418922000,-674.577517026,0
1418925600,-700.715203756,0
1418929200,-708.631033475,0
1418932800,-762.44668341,0
1418936400,-785.581255112,0
1418940000,-810.988973759,0
1418943600,-847.192043825,0
1418947200,-894.177760065,0
1418950800,-887.163708352,0
1418954400,-928.978819945,0
1418958000,-949.770862451,0
1418961600,-982.349089279,0
1418965200,-1014.34015913,0
1418968800,-1032.7764541,0
1418972400,-1049.59433377,0
1418976000,-1099.05309755,0
1418979600,-1118.36370683,0
1418983200,-1113.69106976,0
1418986800,-1159.54798329,0
1418990400,-1170.18159985,0
1418994000,-1206.002184,0
1418997600,-1201.82808859,0
1419001200,-1221.10838823,0
1419004800,-1248.00078526,0
1419008400,-1244.43707967,0
1419012000,-1282.76488021,0
1419015600,-1295.07097141,0
1419019200,-1293.54768979,0
1419022800,-1313.50009149,0
1419026400,-1321.12633051,0
1419030000,-1325.38261608,0
1419033600,-1348.89563808,0
1419037200,-1353.54853863,0
1419040800,-1375.89882707,0
1419044400,-1370.92637101,0
1419048000,-1385.65502048,0
1419051600,-1373.46107702,0
1419055200,-1392.28592305,0
1419058800,-1394.71438023,0
1419062400,-1397.38425294,0
1419066000,-1421.0390078,0
1419069600,-1409.90710185,0
1419073200,-1376.72432014,0
1419076800,-1388.90938531,0
1419080400,-1393.61414535,0
1419084000,-1392.18042116,0
1419087600,-1387.62702042,0
1419091200,-1375.44317827,0
1419094800,616.412914983,1
1419098400,616.412914983,1
1419102000,-1359.28981291,0
1419105600,-1362.11548966,0
1419109200,-1342.62952044,0
1419112800,-1320.9833467,0
1419116400,-1330.22972962,0
1419120000,-1289.90632318,0
1419123600,-1274.04623164,0
1419127200,-1272.10458512,0
1419130800,-1253.12114552,0
1419134400,-1224.51198814,0
1419138000,-1228.01811009,0
1419141600,-1213.36788604,0
1419145200,-1196.34840844,0
1419148800,-1174.18053284,0
1419152400,-1150.23717924,0
1419156000,-1116.47281632,0
1419159600,-1108.3042424,0
1419163200,-1077.53081496,0
1419166800,-1048.64277246,0
1419170400,-1039.60525729,0
1419174000,-984.184644157,0
1419177600,-959.067979731,0
1419181200,-966.281315502,0
1419184800,-924.056072744,0
1419188400,-894.49311086,0
1419192000,-859.556032216,0
1419195600,-844.739133136,0
1419199200,-805.807800864,0
1419202800,-762.322802969,0
1419206400,-728.757798742,0
1419210000,-705.339978107,0
1419213600,-671.858529539,0
1419217200,-649.908345413,0
1419220800,-614.435189668,0
1419224400,-563.121407154,0
1419228000,-541.119235009,0
1419231600,-514.893426579,0
1419235200,-454.601657399,0
1419238800,-443.872065621,0
1419242400,-389.559677804,0
1419246000,-359.861937366,0
1419249600,-326.090209068,0
1419253200,-297.45434158,0
1419256800,-247.851667074,0
1419260400,-239.045917908,0
1419264000,-195.086544727,0
1419267600,-149.992724773,0
1419271200,-108.583818174,0
1419274800,-72.0911259318,0
1419278400,-39.2366235901,0
1419282000,-2.13442100799,0
1419285600,43.4202768251,0
1419289200,68.1066693221,0
1419292800,88.3877905174,0
1419296400,149.532533921,0
1419300000,195.886160175,0
1419303600,233.949308093,0
1419307200,256.574430091,0
1419310800,295.546489195,0
1419314400,349.074430703,0
1419318000,361.356894612,0
1419321600,402.729964021,0
1419325200,444.957495405,0
1419328800,467.663854347,0
1419332400,504.464210264,0
1419336000,550.255988274,0
1419339600,570.124635835,0
1419343200,616.756091741,0
1419346800,631.792958016,0
1419350400,655.545349408,0
1419354000,716.860510269,0
1419357600,740.380696448,0
1419361200,768.334084354,0
1419364800,798.111786276,0
1419368400,844.932931671,0
1419372000,851.657776138,0
1419375600,903.127383315,0
1419379200,909.483637487,0
1419382800,947.091765833,0
1419386400,973.273737996,0
1419390000,1008.28711958,0
1419393600,1008.07057509,0
1419397200,1049.70305613,0
1419400800,1075.17016306,0
1419404400,1106.24156401,0
1419408000,1135.09110822,0
1419411600,1133.78945586,0
1419415200,1169.2309217,0
1419418800,1190.782219,0
1419422400,1218.26328704,0
1419426000,1222.80509862,0
1419429600,1254.0727279,0
1419433200,1259.21240289,0
1419436800,1270.92812881,0
1419440400,1294.82735619,0
1419444000,1306.41885976,0
1419447600,1320.72536881,0
1419451200,1339.81417885,0
1419454800,1336.94597178,0
1419458400,1347.86745786,0
1419462000,1357.6733973,0
1419465600,1380.18899455,0
1419469200,1397.3592396,0
1419472800,1393.06065952,0
1419476400,1399.44608332,0
1419480000,1412.0757718,0
1419483600,1389.943864,0
1419487200,1382.68953551,0
1419490800,1388.29417335,0
1419494400,1403.96596502,0
1419498000,1401.09694571,0
1419501600,1369.65113722,0
1419505200,1410.2651203,0
1419508800,1391.52633794,0
1419512400,1389.05534994,0
1419516000,1388.90747065,0
1419519600,1363.81314453,0
1419523200,1363.25436868,0
1419526800,1374.24643376,0
1419530400,1375.45995045,0
1419534000,1351.25503649,0
1419537600,1340.79943247,0
1419541200,1301.93588179,0
1419544800,1319.42377279,0
1419548400,1306.397777,0
1419552000,1275.42764659,0
1419555600,1265.78398938,0
1419559200,1257.37056336,0
1419562800,1253.50570451,0
1419566400,1199.37017802,0
1419570000,1203.80016277,0
1419573600,1187.68294588,0
1419577200,1161.83030182,0
1419580800,1133.4194773,0
1419584400,1106.14704556,0
1419588000,1086.47660838,0
1419591600,1070.30018699,0
1419595200,1024.22374666,0
1419598800,997.243407237,0
1419602400,976.758639861,0
1419606000,942.122594954,0
1419609600,911.95239342,0
1419613200,917.360207896,0
1419616800,863.310632753,0
1419620400,838.501391614,0
1419624000,801.598452474,0
1419627600,789.17784158,0
1419631200,758.250693001,0
1419634800,733.889574433,0
1419638400,683.605339822,0
1419642000,669.723883007,0
1419645600,624.502222445,0
1419649200,575.18354927,0
1419652800,568.215226147,0
1419656400,537.877064844,0
1419660000,495.365597861,0
1419663600,446.777085523,0
1419667200,401.374853469,0
1419670800,380.939572693,0
1419674400,329.818609536,0
1419678000,288.519341626,0
1419681600,279.853076385,0
1419685200,232.263918779,0
1419688800,194.444632582,0
1419692400,154.896003666,0
1419696000,139.470942664,0
1419699600,70.5042278927,0
1419703200,45.927917107,0
1419706800,19.8889744565,0
1419710400,-20.3106059653,0
1419714000,-67.4228621023,0
1419717600,-98.4380011759,0
1419721200,-136.908871701,0
1419724800,-153.213809729,0
1419728400,-207.416600788,0
1419732000,-252.416628201,0
1419735600,-268.655911233,0
1419739200,-331.999653243,0
1419742800,-348.155192948,0
1419746400,-376.354410451,0
1419750000,-438.260701159,0
1419753600,-457.115026539,0
1419757200,-485.139601065,0
1419760800,-517.874979272,0
1419764400,-547.596127067,0
1419768000,-577.055622733,0
1419771600,-629.32408548,0
1419775200,-673.771002566,0
1419778800,-705.234105097,0
1419782400,-721.226973946,0
1419786000,-777.625162043,0
1419789600,-785.733645753,0
1419793200,-834.294897987,0
1419796800,-861.542609781,0
1419800400,-876.778092076,0
1419804000,-915.57707579,0
1419807600,-946.114472057,0
1419811200,-971.551847384,0
1419814800,-975.238608433,0
1419818400,-1031.77537743,0
1419822000,-1040.64329509,0
1419825600,-1071.39250881,0
1419829200,-1057.34256792,0
1419832800,-1114.55302522,0
1419836400,-1114.9131926,0
1419840000,-1146.734826,0
1419843600,-1193.96015248,0
1419847200,-1190.7222594,0
1419850800,-1207.55271403,0
1419854400,-1232.89294134,0
1419858000,-1271.7335656,0
1419861600,-1241.77426315,0
1419865200,-1283.85403706,0
1419868800,-1311.61407355,0
1419872400,-1295.96525461,0
1419876000,-1324.98793823,0
1419879600,-1331.20893203,0
1419883200,-1353.17497948,0
1419886800,-1374.05908503,0
1419890400,-1364.99692619,0
1419894000,-1362.72652164,0
1419897600,-1378.04048421,0
1419901200,-1383.4437324,0
1419904800,-1386.22116134,0
1419908400,-1388.21781321,0
1419912000,-1398.4350101,0
1419915600,-1400.86427152,0
1419919200,-1406.58369299,0
1419922800,-1413.71327114,0
1419926400,-1413.38327656,0
1419930000,-1404.20004902,0
1419933600,-1400.75932944,0
1419937200,-1392.95174505,0
1419940800,587.893627361,1
1419944400,587.893627361,1
1419948000,-1354.48329098,0
1419951600,-1359.03785439,0
1419955200,-1351.45802282,0
1419958800,-1344.84678733,0
1419962400,-1343.96938481,0
1419966000,-1328.74245238,0
1419969600,-1313.73670194,0
1419973200,-1295.18865565,0
1419976800,-1282.1233618,0
1419980400,-1246.55246803,0
1419984000,-1253.95285361,0
1419987600,-1241.35440873,0
1419991200,-1233.18180521,0
1419994800,-1207.34244268,0
1419998400,-1148.1098219,0
1420002000,-1152.83177401,0
1420005600,-1124.85854811,0
1420009200,-1110.45540745,0
1420012800,-1087.8853534,0
1420016400,-1067.99957339,0
1420020000,-1035.62824945,0
1420023600,-1000.71373132,0
1420027200,-980.8140201,0
1420030800,-966.599622383,0
1420034400,-935.73689907,0
1420038000,-924.932882914,0
1420041600,-867.91219067,0
1420045200,-831.30747372,0
1420048800,-838.103299925,0
1420052400,-791.323185993,0
1420056000,-769.890079364,0
1420059600,-741.927249541,0
1420063200,-685.031022207,0
1420066800,-651.493542127,0
1420070400,-609.069164698,0
1420074000,-592.521859263,0
1420077600,-584.276570181,0
1420081200,-524.649445121,0
1420084800,-503.092325319,0
1420088400,-462.728371726,0
1420092000,-422.630693207,0
1420095600,-388.971082571,0
1420099200,-345.186423817,0
1420102800,-325.057811587,0
1420106400,-289.002345436,0
1420110000,-243.030358897,0
1420113600,-198.725976822,0
1420117200,-175.87582973,0
1420120800,-141.978308643,0
1420124400,-108.694031097,0
1420128000,-68.7345931166,0
1420131600,-26.4437853271,0
1420135200,1.01968196172,0
1420138800,58.6064749188,0
1420142400,65.5056510812,0
1420146000,123.495126101,0
1420149600,146.273483585,0
1420153200,212.407991185,0
1420156800,230.131215555,0
1420160400,284.726664981,0
1420164000,304.064412405,0
1420167600,342.491579529,0
1420171200,369.513676871,0
1420174800,382.476867684,0
1420178400,469.839940679,0
1420182000,471.241167096,0
1420185600,549.671164604,0
1420189200,559.359834847,0
1420192800,583.490375243,0
1420196400,630.917583304,0
1420200000,665.997767535,0
1420203600,686.423283839,0
1420207200,722.562079007,0
1420210800,772.967291991,0
1420214400,768.328082252,0
1420218000,813.793709951,0
1420221600,853.042671117,0
1420225200,858.132052085,0
1420228800,882.761735169,0
1420232400,945.478946468,0
1420236000,949.829971522,0
1420239600,973.444084395,0
1420243200,1010.56576366,0
1420246800,1030.26193583,0
1420250400,1054.87903553,0
1420254000,1069.32799801,0
1420257600,1098.11548285,0
1420261200,1139.80352255,0
1420264800,1157.55448144,0
1420268400,1165.81423817,0
1420272000,1219.34527232,0
1420275600,1228.16951167,0
1420279200,1222.00247553,0
1420282800,1246.44169438,0
1420286400,1228.42453485,0
1420290000,1290.17034294,0
1420293600,1300.51237492,0
1420297200,1302.69086758,0
1420300800,1318.9167594,0
1420304400,1333.95520531,0
1420308000,1355.21466834,0
1420311600,1343.42337443,0
1420315200,1374.93946282,0
